customer_unique_id,category,weight,price_bucket
00444f48f6c9b55657e49435ce3a97ca,computers_accessories,1.0,low
00446a03d7a34d191507c9e42870d0a5,bed_bath_table,1.0,mid-high
004493e0b0a37317d25665d340c0677d,toys,1.0,mid
0045e9ad4d6c85d2323a7ab374b76183,housewares,1.0,budget
0046311f458d8041b00063cb99482903,toys,1.0,mid
0047f3e16441284d757a8963344f6c59,pet_shop,1.0,low
0048706e497cfba0b689e1e3497bc99e,health_beauty,1.0,mid
0048a779a98a7848514096ff04046079,home_construction,1.0,budget
0049a16516d38fc2246696172a257f16,telephony,1.0,budget
0049dadc30da6a277c1e9d371df5a66f,housewares,1.0,budget
0049db44bfd6cee26ac9c649329ff6ea,furniture_decor,1.0,low
0049ec2d7a5818d0e4b3f4735cec2458,telephony,1.0,budget
004b9b1634b7becda8eec4e96bced882,sports_leisure,1.0,mid-high
004d17fa2cb102a7c4817f040c884e59,health_beauty,1.0,low
0050dcff37f8b9ff611d245e30572b46,health_beauty,1.0,low
00543330561a9088f8b3879114a7b008,computers_accessories,1.0,low
0055bbb9c95f6acb8db89d1f6c316407,books_general_interest,1.0,mid
0056f26cb8f20916c3baa0e39fc30709,bed_bath_table,1.0,mid
005754cb59f8ee5cdbb5cda9d138757e,health_beauty,1.0,mid-high
00575b2023dedcc0f3e81a938834689b,electronics,1.0,budget
0057f64bff87f4698b4cbd338d62a2a8,furniture_decor,1.0,mid
0058e7db269cc11558913b42beb115d0,furniture_decor,1.0,mid
0058f300f57d7b93c477a131a59b36c3,luggage_accessories,1.0,mid
0059acd36094bf670ec8b21be6c0044c,electronics,1.0,budget
005e32bc930906dc6b65fb9d11cce3e2,housewares,1.0,low
005ee3e015ec18092d7782e507cf68fe,sports_leisure,1.0,mid-high
005f4b46e70bbd3295a38e2fd28d6566,bed_bath_table,1.0,low
00605a8897ed9ad73b5c93bebad2541a,baby,1.0,budget
0062adafa3846d9f372d8f1bde591b24,health_beauty,1.0,mid-high
0063817060d662048ed08bccecaf45d5,telephony,1.0,budget
0064a1b5f5cddd047c987b988a90c8c1,garden_tools,1.0,low
00651d97d964127ccfc0e2e55464876d,auto,1.0,budget
0065f7795a38381973a373c8b4939679,stationery,1.0,budget
0066b328e72fd82fd7420bf849c0e8b4,sports_leisure,1.0,mid
0067d2652c12515146721538868bbd80,baby,1.0,mid-high
0068bd2e9e76c018846dbc6e2bec5ac5,bed_bath_table,1.0,low
006a8c1784d622ebe06bab57e72ee045,garden_tools,1.0,low
006ab6f5e82340e927757563a9fbe7e4,toys,1.0,mid-high
006bbb235068a01d2e3e47fa09ccf53c,housewares,1.0,budget
006c10bfead12ac8d90486fb4ce4e603,computers_accessories,1.0,mid
006e937bd5a5e32043018a6d1521b5d5,telephony,1.0,mid-high
006ec5b170182812131c7d9b219c036f,computers_accessories,1.0,low
006f2f20cf0cd723624b99d0e8e40d0c,garden_tools,1.0,budget
00704e915ae0d4a236eace0267454cf9,sports_leisure,1.0,mid-high
00705dcbc0b9cad67abd658612770905,housewares,1.0,low
00728bae3dec9c16b2193ab7e3195eb7,watches_gifts,1.0,mid-high
0076a71311bb2386a353f5ba87d2aa29,toys,1.0,low
0078108af1d2dc4b1601c744ca581b4f,health_beauty,1.0,low
0078bb0f0d23e922d08437b7d0e13907,telephony,1.0,budget
007953b3182d5ccc9189a694f5c68163,cool_stuff,1.0,mid
00797f371bc0f6adb4d267be541a92da,garden_tools,1.0,low
0079b50e9f77c1148b472818f92eaebc,sports_leisure,1.0,budget
0079b7407a428543a7f178cc09164035,watches_gifts,1.0,low
007a2fab7046647dad04fe7d08c57820,sports_leisure,1.0,mid-high
007ad549acb91673f04eac22c0568114,furniture_decor,1.0,mid
007b8307b6448f0425ff2001f00c1bdb,electronics,1.0,budget
007d9f716ead2bc8712255271a38f609,health_beauty,1.0,low
0083e758383b3deb6c6dac1b0b431ac0,housewares,1.0,low
0085139b503668b3addcfe826d91be8d,sports_leisure,1.0,mid-high
0087c31081ea8d160baa06bf4ad4d76f,health_beauty,1.0,mid-high
008b06aba4b5f5b5b94f525ccf520624,housewares,1.0,low
008b82b072c6b564fcce49a325f84097,baby,1.0,budget
008ca52811784a181c8c88e8d66b49db,stationery,1.0,mid-high
008d17333e414049279c7822dfd5f019,health_beauty,1.0,mid-high
008ea5bdd1a99fb584cce7739349da75,watches_gifts,1.0,low
008fb2ecc75561d202dd4db2e0ceec25,fixed_telephony,1.0,low
009062f98089a091615b5c9faa13de26,garden_tools,1.0,budget
009210a1646725341917560a13f7799f,toys,1.0,budget
009301957bc7714394865c44650d8060,perfumery,1.0,mid
0093aeb87eca387dd153f965aa10c060,cool_stuff,1.0,mid-high
0093dbe7f479386a92095026decf825d,computers_accessories,1.0,low
00941614a654458b888b8780815bd26c,fashion_underwear_beach,1.0,mid-high
00950dbc783342e164c24e09023ebcb7,baby,1.0,mid
0096c18412349537abc45e350581cbbc,housewares,1.0,mid-high
0096f8cd903cc205efab77d5ae6bb6f1,computers_accessories,1.0,mid-high
00970787f181925ba33bd32b3817f742,sports_leisure,1.0,budget
0097c1e3f3c2fed7a7d8cf30be1a33df,furniture_decor,1.0,mid
0097fca0db567f5ca79509b7b4fc1c2d,furniture_decor,0.8571,budget
0097fca0db567f5ca79509b7b4fc1c2d,flowers,0.1429,budget
00986cafefb6e670cceca01694bda599,stationery,1.0,low
0098853a28531d48988a2fb02b30840e,toys,1.0,low
009890d2f2b15df1267ed7f90f45fc4e,health_beauty,1.0,mid
0098f4847541cc7d676f9a5efc64c0f0,pet_shop,1.0,mid-high
009a3ad0cbdfc7f5481488472f72e8b1,electronics,1.0,budget
009e70fcdd4ea3769c73210414e73c64,baby,1.0,low
00a02d822b18db532e50e0607e615f3b,computers_accessories,1.0,mid-high
00a089b8c7ab1e3808c3ad7de7a254dd,health_beauty,1.0,low
00a1c6913daeda0b7f9b79f802805fdb,perfumery,1.0,mid
00a1d0d7d91c17c634d6896ce10ce1c6,watches_gifts,1.0,mid
00a1e8f160b36ccdcbca310933f12a3b,cool_stuff,1.0,budget
00a218ea82c458456098caa1c4a7e796,computers_accessories,1.0,low
00a33236962b4ac37fd25275be9c206b,housewares,1.0,mid
00a39521eb40f7012db50455bf083460,sports_leisure,0.5,budget
00a39521eb40f7012db50455bf083460,electronics,0.5,budget
00a3a868d6047bac2888d27b16743ba0,pet_shop,1.0,mid
00a78b45ea275348c1a8081bef9ab61b,toys,1.0,mid-high
00a7d14cb10e11b7f7d65120a7e3942f,sports_leisure,1.0,low
00aafcd186fbd5da867f9b8df04518aa,baby,1.0,mid-high
00ab80210f1875276065f3c1911a2110,bed_bath_table,1.0,budget
00ab8b4d83051d5a41842abe7ff473fc,perfumery,1.0,mid-high
00aba8ca6b7a455bcde671692a3f9e51,auto,1.0,budget
00ad4e6c01a3039fa1b45eaadb4222e4,pet_shop,1.0,low
00ae50eb5e1d2514f694dee1dcbbd5ae,furniture_decor,1.0,budget
00ae9ea276a5a4335382c9391059ddf2,health_beauty,1.0,mid-high
00af5c2c9fd47849143be82aea5ab2cf,drinks,1.0,low
00b0595d2b0f0b838edb7fbc749ea644,pet_shop,1.0,mid-high
00b1066a65657ee1759544f6b61a4e2c,health_beauty,1.0,budget
00b1b0f856eb804d554ceab3d8f1dc35,perfumery,1.0,mid-high
00b1d2492b4127598629f19a22a32be8,stationery,1.0,mid-high
00b246520d4904724f9b20188a2ff39b,health_beauty,1.0,budget
00b309d0151d92709de70e43d662711b,bed_bath_table,1.0,mid
00b5ba65365dad1d25811bf5e45fc983,bed_bath_table,1.0,mid
00b72937dcd829c0d8ca72ec77cd073c,telephony,1.0,mid-high
00b9746bf8ac2964942d8b969f015196,furniture_decor,1.0,mid
00ba737b18a7996f68cb8a99556bedd4,perfumery,1.0,low
00bab5c446ba511117719c775a3f78e8,bed_bath_table,1.0,budget
00bbfe2f540d0cfccbb098d92c503eca,garden_tools,1.0,low
00bc6cf36e50f21a8478d86721c07aa5,toys,1.0,low
00bcc55fd3eb23fc001365c5f0c3c3ba,electronics,1.0,budget
00bd169997f142571c113645554663d6,furniture_decor,1.0,low
00bd194837f2ad36d45985a6205df78a,stationery,1.0,mid-high
00bd903b65b4c9a1c822887d0b012592,furniture_decor,1.0,mid-high
00be1845d956d40218db17093f667764,garden_tools,1.0,low
00bfe974afd63b30ed282dc69892fb98,garden_tools,1.0,low
00c04df1c94e385d57d4a33a2965217c,computers_accessories,1.0,mid
00c0bbc49a530c07c110d269211da046,pet_shop,1.0,mid
00c19498681c665889d1212be870e8df,books_general_interest,1.0,mid-high
00c1d73d161e74cfbe78975c1a2ba2ff,garden_tools,1.0,low
00c26c3dd77bb25a0423a2280886b86a,electronics,1.0,budget
00c31de6420048cb3f668c99153debf7,construction_tools_construction,1.0,mid
00c3624c55261d9ce593f30e3815a880,fashion_bags_accessories,1.0,mid-high
00c3c74b09b2022ac2c0f43bb09797b4,health_beauty,1.0,low
00c4592dfbfe06775ab582d7a2b8dddf,christmas_supplies,1.0,low
00c4d93157cffc73cb2459f52b89cee4,health_beauty,1.0,mid
00c8c7f0cafacc30bfda2a9a7445ec80,furniture_decor,1.0,mid
00c916ff33b521444787ac76ac6b029d,toys,1.0,mid
00cc0061269a99836cf8b029b1d0177d,computers_accessories,1.0,low
00cc12a6d8b578b8ebd21ea4e2ae8b27,home_appliances,0.5,budget
00cc12a6d8b578b8ebd21ea4e2ae8b27,bed_bath_table,0.5,budget
00cc2d4fcb3a1864b4f900741915aa85,bed_bath_table,1.0,low
00cc8551c0621bc65a440e836bb652d7,bed_bath_table,1.0,mid
00cd1ffd1a85ec2af3de73a3d341339d,furniture_decor,1.0,low
00cd767526517f8a4fc27db6cc5a52fa,baby,1.0,mid
00cdb0d59698da325d0e6830120363bf,bed_bath_table,1.0,budget
00d012266be1430eec790d0f405a836c,electronics,1.0,budget
00d03b5e33f8987549c5590313a4ef21,fixed_telephony,1.0,budget
00d1e5d82377766dac9f8dc4d4eaf4a8,perfumery,1.0,low
00d474cea9ceb88b7175d564b081dfa3,fashion_bags_accessories,1.0,mid
00d4ef3e086e2191c3fb6e7b0d2a1c75,baby,1.0,low
00d76f8bb8df7e07711da4076c52ffe0,bed_bath_table,1.0,mid-high
00d7812c158831a996a6b3f4698643b5,computers_accessories,1.0,budget
00d85302f43fe8848153e3720c34ac01,cool_stuff,1.0,budget
00d890d6e36244f39e22a9fb95e68756,telephony,1.0,budget
00d8a60ad2500432d9edd109cfddfd9e,computers_accessories,1.0,low
00d96f54b90a6ffbe7361bcfdb85b0ba,telephony,1.0,mid
00da34ebf22b87f6c2f53dc069f237df,furniture_decor,1.0,mid
00db525fd8d4023dc446f0ed2519139f,computers_accessories,1.0,mid-high
00dba3af1366ca8114a40bc83021f5e9,furniture_decor,1.0,low
00dd4390a8e8ad7a126e8331decc49ce,toys,1.0,mid
00df047af693b421c167e27932bfd6c5,baby,1.0,mid-high
00df9d2e50424d103ca8796e4dc7c207,baby,1.0,mid-high
00dfebc9135c7228dbb2239afc214bb5,auto,1.0,budget
00e04d8e3aaa5ffab327612642ab4564,computers_accessories,1.0,low
00e20792154788aa00f53fbd616a8d91,cool_stuff,1.0,mid-high
00e2972a013072289c3e86cfc2b9e38d,electronics,1.0,mid-high
00e336519abc0012c8711db2132467ac,bed_bath_table,1.0,mid-high
00e5dfd6ee7406a69b74c72795e6f354,baby,1.0,budget
00e5ea6932dffb682bd3d5760e84d176,perfumery,1.0,low
00e5fd621e63c426ef718e2174ebedc5,furniture_decor,1.0,mid
00e67cd18afc92ef0196eb8cdf31fde0,fashion_bags_accessories,1.0,low
00e6c1a9e0ea3dbda699b60023a194ac,housewares,1.0,mid-high
00e707efa5ad9f0e6bcaeeb87910693b,computers_accessories,1.0,budget
00e8cbf31206edcf22b7b118daa13983,health_beauty,1.0,mid-high
00e8de2edf1a4ac05a65e36b4682cd9e,perfumery,1.0,mid-high
00e91970e7fa706ece5b58bdb6344224,auto,1.0,budget
00eba9372ced7769c4b9f234923d73cc,bed_bath_table,1.0,budget
00ec23a308504080697e5204d3dbcb2c,garden_tools,1.0,low
00ec821ef89535a690a072e80387b40e,health_beauty,1.0,mid-high
00eca7e1c994897d0a31bf75478f4b55,bed_bath_table,1.0,mid-high
00ecc71175078e2cac5547a5656e9622,bed_bath_table,1.0,high
00ee11b831faa111cd62af2f4de8da96,auto,1.0,budget
00ee7af62ef66b1f9b49f2c2bfd70ad5,baby,1.0,mid-high
00f326313b0a02392c17028f78338df0,computers_accessories,1.0,budget
00f7a39823c05d6a0675aa6dd276bfb0,food_drink,1.0,budget
00f8fcf41cceee827e699cc73950218d,computers_accessories,1.0,mid
00face5c8f7dbb7eefd4112722f26903,housewares,1.0,budget
00fb8f6787f67bd33c7e86c9691d2b1c,bed_bath_table,1.0,low
00fd18b088edb95d1a35457f1c0e1bfa,cool_stuff,1.0,mid
00fd4a627a3b93cff0729f0b3554640d,garden_tools,0.6667,low
00fd4a627a3b93cff0729f0b3554640d,auto,0.3333,low
00ff5e862f825ac56e5fdfaa6b69dc51,health_beauty,1.0,low
01007c64cbffc1eef7ee682dae0ddbfe,health_beauty,1.0,mid-high
01027e860e6fb9591599d94a4189e2ad,bed_bath_table,1.0,mid
01029081d0cfc339576f71ab45713d10,food,1.0,budget
0103751df12aea8b962cfbcd2b61104c,furniture_decor,1.0,budget
0104a702e0f73442fe4dc3bfff6ba373,watches_gifts,1.0,high
0104d0840fb6bccc7618c519fbcce1a0,perfumery,1.0,mid-high
0105c53fe2f742999dcb90ca99f4bfba,books_technical,1.0,budget
0106cb3b85affbb1c765eef0eac01485,bed_bath_table,1.0,low
01093ce2e3723bdb8de583346d76098c,computers_accessories,1.0,budget
0109643e8c9bc5d8d7791439f3fa4259,drinks,1.0,low
010a0365ab237a5e2fed9d945121b627,sports_leisure,1.0,low
010ab6653f042ebb8e430f1718f61147,bed_bath_table,1.0,budget
010d3cb666c64c115a144d3e6fcbd1d8,bed_bath_table,1.0,low
0113282a7fe79b3d8489193ccc601efb,watches_gifts,1.0,mid-high
01147fb2cf81b69cdcfdc1ac4c6fae7e,stationery,1.0,mid
011575986092c30523ecb71ff10cb473,musical_instruments,0.5,mid
011575986092c30523ecb71ff10cb473,toys,0.5,mid
011620d7c45f4d1599c68b2f19e4b73e,electronics,1.0,budget
0116dc6ddf277eb8413a0393cca11c32,bed_bath_table,1.0,low
0116f610fa1418cda75e0d96e1639a03,sports_leisure,1.0,budget
011702c19fd5dec0000a8dbbb5b98809,musical_instruments,1.0,mid-high
011733687890faf081be6fde9e7cc7a0,auto,1.0,budget
011735b41c89ca1e075296f4ecb01a27,baby,1.0,budget
0117fc67656c020dddef928c878ad5e3,perfumery,1.0,mid
01180926dda31d9e6f60befe084788dd,auto,1.0,mid
01196e80f5309cb251220a6a5b3f57f5,audio,1.0,budget
011a18cf4e0e74bac46678dd843e3461,watches_gifts,1.0,low
011b4adcd54683b480c4d841250a987f,food,0.6667,low
011b4adcd54683b480c4d841250a987f,sports_leisure,0.3333,low
011b7396d7220ca4ff52508adcb6b870,cool_stuff,1.0,budget
011c3e6b4b11fa8a326a39e78deb6e66,health_beauty,1.0,budget
011d6505c026d200e75cb0b6c47da758,toys,1.0,mid
01202da9afa875bce3de24c92b764099,cool_stuff,1.0,budget
0121107a0cebf91b6af74f8a4ab3c4d9,electronics,1.0,budget
012216caf4f1082ba3fc02e584de9a29,sports_leisure,1.0,mid
0122d73327d9135f8088572c7d7f5d54,furniture_decor,1.0,low
0124721bc33e0aa6772b42d4ccfd01db,perfumery,1.0,mid
012510db7f0db8481f8a3708400c8db9,cool_stuff,1.0,mid
0125200158c999d5813b11be482a48da,sports_leisure,1.0,mid
012714eb883337fd2631c13d2daf4466,health_beauty,1.0,mid
012755131a5b785b0ae3291c339a9051,auto,1.0,mid-high
01290b6163d2a02514a54df49221a668,toys,1.0,mid
012ab8ee5f7d76005d838758e9a9452c,food_drink,1.0,budget
012b8001e47392df808a454083a74b74,sports_leisure,1.0,budget
012ba82b3ff6ea994a4ecc6c848a4782,health_beauty,1.0,low
012c61cc2c69b09c85071ccac0ccee16,watches_gifts,1.0,low
012da9594b65ccb990822802ba0ff2e4,sports_leisure,1.0,mid
012e12f54f6e73b1faba89a119dab849,housewares,1.0,mid
0130a250cff3b3b0649cae3671959139,books_technical,1.0,low
0130be8e6677174b8184114f98c16b3c,toys,1.0,mid
0134caf89be2059cfd79af28d8bc1e7f,health_beauty,1.0,low
013523c76f4749da72a9ccc4a67cb234,stationery,1.0,budget
0136e40591d769adfb219f167a691487,health_beauty,1.0,low
0137420de9b02a180c53e5bd64f14750,garden_tools,1.0,low
01376b24e146a15f52ca8382af02fe62,sports_leisure,1.0,mid
0137839e600d4edd0949a8ce7c171164,perfumery,1.0,mid-high
0139884762afa50d78fe480646fe92b5,electronics,1.0,low
01399b72331afe80cc0c3a982cafb177,computers_accessories,1.0,budget
0139d2cb6ca3b630b5833d49634d328e,pet_shop,1.0,mid-high
013b6090dc49b5fa51196b20ec11f19c,electronics,1.0,budget
013ef03e0f3f408dd9bf555e4edcdc0a,toys,0.5,low
013ef03e0f3f408dd9bf555e4edcdc0a,musical_instruments,0.5,low
013f3d6549189a4802a268131ef47a77,housewares,1.0,mid
013f4353d26bb05dc6652f1269458d8d,sports_leisure,1.0,mid
01413c132b54b9b7dfadc2ee71ef78c8,housewares,1.0,low
0145b1b14166b43baa374daddffca8fd,telephony,1.0,budget
0145bfdfe85402b2249c7437bd297a07,perfumery,1.0,low
0145c2c66ea8f764ed8d8015ce149af7,health_beauty,1.0,budget
0145fc4d376df22449756022b9ccb472,auto,1.0,budget
014644ae002bacd78bb05521f7e9aaab,electronics,1.0,budget
014ce9c0a3df00f77a6932a7b371a3bc,health_beauty,1.0,budget
014dc284927e986549bf255eb79eb3ab,fashion_bags_accessories,1.0,mid-high
014f7e8caea3379aa3d30558424ca54f,fashion_bags_accessories,1.0,low
014fa2f37ee690774a7505252a28daf3,fashion_bags_accessories,1.0,budget
015124b67936296eb7250b38c906a627,toys,1.0,low
0151b5ff5b5d642815f094f303e7052a,small_appliances,1.0,low
0151bcc17b8ae63a495b6c9fe6f708a1,baby,1.0,mid
0151cf157e4682357e62be311f4823b7,home_construction,1.0,mid
01525fe1e0d8e9616b2503260671d20d,fashion_bags_accessories,1.0,mid
0152897024d0ddad70baafe17ed705f4,sports_leisure,1.0,budget
01531f72337b960a58cdba9c94e96d1a,watches_gifts,1.0,budget
0153b79c47a4953a7dad6fb93ab45a02,small_appliances,1.0,mid-high
01541e2754a6e7830b2871d7191d27e2,housewares,1.0,low
015546ec984c58044b2a1304f24193a7,toys,1.0,mid
015613e1b7c050cd2331d34076fce1c6,garden_tools,1.0,mid
01561f92006fd3ba8a8a4246b7f38101,garden_tools,1.0,low
01593b828c6e7c516ed078a4820ab9b2,cool_stuff,1.0,low
015aba8b6e516fbf6ee76c164c11987b,computers_accessories,1.0,mid
015b72d1a4ec2bfcf75518ada117c62b,pet_shop,1.0,mid-high
015ba10edbe7988bff82867b4480c225,perfumery,1.0,high
015cd0b039aa3b36cf78f41d8f54e3d0,computers_accessories,1.0,mid
015e470a59ee1adbb4d6586fd90e4c52,telephony,1.0,low
015f170c7abe45372b9f0414d901e71b,watches_gifts,1.0,budget
0161ede24e46b8e50ed493e5f8b3b305,sports_leisure,1.0,mid
01626676a41ff29901f7b42bc8e09dd8,electronics,1.0,budget
0165dc4e0c64d7c1e17757ab8676f213,housewares,1.0,mid
0166e2f8aaec14c93d23dea2523beac5,computers_accessories,1.0,mid-high
0167f525469634cccbda49491f01324c,bed_bath_table,1.0,low
01689985c22786e41347d5167048b25e,computers_accessories,1.0,mid
016a528e7cb02b29de37ea55cf89b9d1,electronics,1.0,budget
016a5760b723a3a0bcb4b294d4bc6b45,bed_bath_table,1.0,mid-high
016e32e564ee03416c6f73e44a4e802a,small_appliances,1.0,mid
016feebfaba953a2456d3a063b8eb8ef,computers_accessories,1.0,low
0170c406cddfc9a551a3f8045379afe5,pet_shop,1.0,low
017500c32b7353decc3a3a4d91acd0cc,computers_accessories,1.0,mid
01769144da2a7ea21cc6163452b5824d,sports_leisure,1.0,low
0177f6975b155c814ea6273eccc58d82,sports_leisure,1.0,high
0178b244a5c281fb2ade54038dd4b161,bed_bath_table,1.0,budget
0178df128a2cb4f9914c8c3beb8a57f6,electronics,1.0,budget
0178fa4e501691dec0663f439950d4de,sports_leisure,1.0,budget
01798446b9d249eb006931079a273601,health_beauty,1.0,mid
017c17dd6f2e7859373a5724b863801e,bed_bath_table,1.0,mid
017c477c81dd0f10726f7828f0475c0e,health_beauty,1.0,low
017c4e59e1a95482f32f65e03a46af95,sports_leisure,1.0,mid
017c5a91ab1759799a4d68be8091b8ab,bed_bath_table,1.0,mid
017c61c786dae249f339e690764ec7e6,watches_gifts,1.0,low
017c7f75ca30943882f48d5fda81e2df,fashion_shoes,1.0,mid
017d9afa17ebea3b2a7c03ed6bc954be,stationery,1.0,budget
017da2695c69ee376b8b4220cf0f61ec,books_technical,1.0,low
017eb8439a0ca7dcfc228f933bd204d8,housewares,1.0,low
017fa9ba22880652e440025a91d5a66b,housewares,1.0,budget
017fde295de136549d89d951da362287,garden_tools,1.0,budget
017fe3adcd1989f1ea8bac1848bd1b94,electronics,1.0,budget
0181f57a87c6a2f0e0fe2807f67aef0e,pet_shop,1.0,budget
01835b7ef446c78d0c37077894aa068d,food,1.0,budget
0185135ffdd866d3a29efa833ac0829b,bed_bath_table,1.0,mid
0185fbd2271efbc59bbb96ad3e99a7b8,auto,1.0,budget
01873d3c2fc620aa701e30d2c4181673,housewares,1.0,low
01878328db858b71da86bdc8966ea729,housewares,1.0,low
0187e88f4c9b2e4c92e5d47ffa0e1da9,sports_leisure,1.0,mid
018864afd6d3af6af6e3cf1245fc5ff8,stationery,1.0,budget
01886ef98f995e4f2dd75a1d04c97397,health_beauty,1.0,budget
018875156db79cf3fb697342f256c329,auto,1.0,low
0189137aa093295df2116467b8201d66,sports_leisure,1.0,low
018974568b0b5a8c395465dee270c3a9,health_beauty,1.0,low
0189955e61056a22dd6e7cb03603a149,housewares,1.0,mid
0189cca3aa2a0f75ca0cde94ee38be57,perfumery,1.0,mid
018ad5828f8f66b69604caabd0aa78ca,telephony,1.0,budget
018b0a8d048e41f2d1f55e56dcbd335c,computers_accessories,1.0,mid-high
018b5a7502c30eb5f230f1b4eb23a156,fashion_bags_accessories,1.0,low
